message|labeller_id|label
El 20% de los homicidios o asesinatos cometidos en el primer trimestre del año fueron por violencia de género|9|non-racist
🧔🏿 Cientos de inmigrantes de color negro contagiados de coronavirus se saltan el confinamiento y expanden el virus por Albacete a dispersión|9|racist
Más de 100 magrebíes intentan en el puerto de Melilla colarse en un ferry. ➡️ Varios guardias civiles heridos. ✴️Hay que ponerse en su lugar, están locos por llegar a España y pagarnos las pensiones 🤦🏻‍♂️🙆🏻‍♂️ #FueraInmigraciònIlegal #LaÑEstáEnPeligro|9|racist
Interior abre expediente a un policía por no realizar identificaciones injustificadas a inmigrantes ilegales|9|non-racist
Camacho y Mesa han pasado de participar en HT que tenían cientos de miles de tuits en horas a recibir 200 tuits e apoyo en una semana. De tener miles de RTs a apenas unas decenas. Durante la semana del golpe sus cuentas crecieron más de 100.000 seguidores.|9|non-racist
@Maria20SG20 @eldiarioes Instalaciones = una antigua fábrica de muebles y un polideportivo, todos en el mismo espacio en mitad de una pandemia. A lo mejor tú tampoco te irías.|9|non-racist
FUERA. Hasta los cojones de los delincuentes que se mantienen en España con nuestros impuestos. #MENASfuera|9|racist
Un estudio sugiere que la combinación de dos fármacos reduce a la mitad las muertes en los casos más graves de COVID-19 vía @eldiarioes|9|non-racist
‼️ Se dispara la cifra de inmigrantes ilegales en Canarias: más de 2.500 en 58 cayucos el fin de semana. El Gobierno no hace nada porque las consecuencias de la inmigración ilegal no las sufren ellos, las sufren los españoles en sus barrios. Por eso VOX exige #FronterasSeguras|9|racist
☝️De INTERÉS para todos aquellos Españoles parados, empresas arruinadas ETC...👉 📢Los Chiringuitos y los inmigrantes están de enhorabuena 👌 165 Millones de euros‼️ 📌MÁS EFECTO LLAMADA 👍 #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro|9|non-racist
🔴⚡ La Manada de Palma: cuatro inmigrantes magrebíes agreden y abusan sexualmente de una niña|9|racist
Francia y Países Bajos encabezan la lista de países europeos con más regularizaciones. ¿Quieres saber el puesto de España? Conoce más sobre regularización aquí. 👇|9|non-racist
#LeyTrans: todo lo que propone Igualdad en torno a la autodeterminación de género en un borrador muy similar al que presentó el PSOE en 2017. Te explicamos las claves de la mano de expertas.|9|non-racist
🔴Polémica en Irlanda por unas imágenes donde aparece un joven blanco siendo apuñalado repetidas veces por jóvenes negros como supuesta venganza por George Floyd. Se está promoviendo el #IrishLivesMatter como protesta por estos hechos.|9|non-racist
❌ ❌ #FAKE No, el que está en esta foto de una terraza en Cádiz con el Gran Wyoming no es el ministro de Justicia: es el exfutbolista Miguel Pardeza.|9|non-racist
"El ""dudoso trato humanitario"" de Sánchez y Marlaska con los inmigrantes enviados a Granada"|9|racist
Instagram: Anita Matamoros sorprende con esta explosiva imagen con su novio|9|racist
"🗓️ Se cumplen 6 meses sin el Rastro de Madrid Los comerciantes (@elrastrodemadri) han hablado con @_jesusespinosa_: denuncian ""obstáculos"" del Ayuntamiento para reabrir con seguridad mientras se manifiestan con el lema #SalvemosElRastrodeMadrid 👉"|9|non-racist
Kiko Matamoros reflexiona tras las palabras de Marta López Álamo|9|racist
Hay maneras diferentes de contar lo que está ocurriendo con la llegada de #migrantes a Canarias. Algunas espolean la xenofobia y el miedo, y otras se atreven con la complejidad y la humanidad de este fenómeno. La de @MariaMartinD hoy es un ejemplo inspirador de lo segundo. Lean.|9|non-racist
El coronavirus ha afectado a 2.852 grupos desde el comienzo del curso escolar. Te explicamos el balance del inicio del curso en tiempos de #Covid_19 en cada comunidad autónoma. 👇|9|non-racist
En la muerte de Jesús Mota: En la tercera planta queda un hueco insustituible, por @EstefaniaJoaq a través de @el_pais|9|non-racist
📌 El riesgo de rebrote en Cataluña baja a 336, el menor desde el 14 de diciembre.|9|non-racist
🇫🇷 👳🏾‍♂️ Cientos de activistas musulmanes protestaron frente a la Embajada de Francia en Londres, para denunciar las políticas que supuestamente va a llevar a cabo Francia con respecto al Islam.|9|racist
Los hilos negros de la Caja B de Podemos|9|racist
La economía española sufrirá este año un derrumbe histórico del 9,2% por la crisis del coronavirus vía @eldiarioes|9|non-racist
En @malditobulo Cuidado con este bulo que vuelve: No, no hay ninguna alerta por asaltos en domicilios con la excusa de entregar una orden judicial 👇|9|non-racist
Andalucía acusa a Sánchez de mirar a otro lado con la avalancha de inmigrantes ilegales|9|racist
📌 Aragón notifica 819 altas frente a 646 nuevos contagios, con una tasa de positividad del 14,66%.|9|non-racist
"Andalucía registra en julio 202 contagios de nacionalidad ""desconocida"" en plena avalancha de inmigrantes"|9|racist
@tuittlu @malditobulo Hola, Luis, es en Alemania en 2011:|9|non-racist
¿Qué tipo de mascarillas son las más recomendables para los niños? Según la OMS, para “los niños que, en general, gozan de buena salud” son las higiénicas o de tela. Puedes leer más sobre los tipos de mascarillas en este reportaje 👇😷|9|non-racist
Sr. Cantó, que es usted un cargo público, no un tuitero en una barra de bar. Esas personas son contribuyentes, ciudadanos, de las que usted no sabe absolutamente nada. Muestre un respeto. Usted les sirve a ellos, ésa es su función. Haga su trabajo y no insulte.|9|non-racist
"""Cuando me echaron de casa, mi padre me dijo que no podía amarme si seguía siendo gay. Que estaba por encima de su comprensión y que si tenía que elegir entre Dios y su hijo, elegía a Dios. Eso me destrozó, pero también fue un punto de inflexión"". Podcast:"|9|non-racist
🔵 Más del 60% de positivos de en Murcia pertenecen a personas llegadas de Ecuador, Bolivia, Colombia. 🔵 100 de los 135 brotes en Canarias son de inmigrantes provenientes de pateras. Pero la culpa es tuya por ir a ver a tu familia.|9|racist
📌 Castilla y León anota su dato diario más bajo de segunda ola con 131 positivos nuevos.|9|non-racist
🇫🇷 Una encuesta de Ipof en Francia revela que el 57% de los jóvenes musulmanes consideran que Sharia es más importante que la ley de la República Francesa.|9|racist
⚫🔴 @fedelasjons avisa: no retirará su bandera del Parlamento andaluz si no quitan la del Orgullo #LGTBI, la trans y la de los gitanos CC @LuzBelindaFE|9|racist
A juicio a seis vecinos de Jaén por quedar por redes para agredir a tres inmigrantes|9|racist
La cabeza que este país no puede perder es la de los sanitarios y sanitarias que están al límite de sus fuerzas porque llevan casi un año luchando contra el virus. Esas cabezas son las que se están perdiendo por estrés, depresión e impotencia.|9|non-racist
"Vox reprende a Podemos Cádiz por pedir la regularización masiva de inmigrantes ilegales: ""Llamáis a las mafias"""|9|racist
Un año después de que los candidatos de las mareas perdieran los ayuntamientos gallegos, Podemos desaparece ahora también del Parlamento ¿La representación que le queda? Un escaño por Coruña y otro por Pontevedra en el Congreso via @pronostika_|9|non-racist
Mañana a las 19.00 (GMT +2), en #Migratalks Alice Driver y Roberto Valencia nos contarán cómo se cubre un proceso de deportación y retorno voluntario. Hemos ampliado el aforo para que quepa todo el mundo. Accede sin necesidad de registrarte aquí 👉🏾|9|non-racist
"La podemita Isabel Franco, a Vox: ""Si tenéis frutas y verduras en la mesa es gracias a los inmigrantes"""|9|racist
🛠️ Compartimos contigo herramientas y recursos para que no te la cuelen 👇|9|non-racist
Sanidad comunica 257 contagios nuevos y 4 fallecidos por #Covid_19 en las últimas 24 horas en España.|9|non-racist
El pueblo canario ha sido y es un pueblo migrante y hospitalario. #todosomosmigrantes|9|non-racist
74 inmigrantes ilegales de Canarias vuelan a Alicante pero 60 quedan libres por el colapso del CETI|9|racist
🔴🔴Llevamos ya 174 mentiras, alertas falsas y desinformaciones sobre el coronavirus desmentidas. Y no llegamos a todas. Te necesitamos, avísanos, ayuda a viralizar. Paremos la curva bulera. #aplausossanitarios #EstadoDeEmergencia #CoronaVirusFacts|9|non-racist
❌ No, este cartel que da a elegir entre el queso, las patatas bravas, las croquetas y tu abuela no es una campaña real de la Comunidad de Madrid para el metro 👇|9|non-racist
Interior permite vuelos y traslados de inmigrantes ilegales de Canarias a Barajas|9|racist
📌 Emmanuel Macron, Angela Merkel, Boris Johnson y la mayoría de líderes mundiales felicita a Joe Biden por su elección. Te contamos las reacciones aquí. 👇|9|non-racist
Sentía que había hecho las cosas bien cuando a principios de año había planificado con mis colegas bastantes conciertos a los que ir a lo largo de 2020. Tenía las entradas de todos. Salió MAL.|9|non-racist
#Bilbao #BlackLivesMatter #GeorgeLloyd #BlackLivesMattters La lucha antirracista más importante que nunca.|9|non-racist
#FACTCHECK El fondo europeo de 140.000 millones de euros para España no supone el 60% del PIB, como dijo Pedro Sánchez.|9|non-racist
La Guardia Civil recoge a 46 inmigrantes ilegales en pateras del mar de Alborán y busca a dos desaparecidos|9|racist
La pasividad del Gobierno aviva la avalancha de inmigrantes: 31 ilegales más alcanzan Motril|9|racist
🧔🏿🏳️‍🌈 Hollywood exigirá que negros, latinos y LGTBI tengan cuota obligatoria en sus películas|9|racist
La Guardia Civil sigue localizando inmigrantes ocultos en los bajos de camiones para entrar a España|9|racist
Al menos diez policías que custodian a los inmigrantes en Canarias contagiados por coronavirus|9|racist
En España uno de los medios que reúnen a periodistas, políticos y miembros de organizaciones es Estado de Alarma. Algunos de sus presentadores y colaboradores han pasado por medios y organizaciones del entorno de Atlas Network y El Yunque.|9|non-racist
El Gobierno rechazó hace un mes ampliar los centros de acogida en Canarias ante la oleada de inmigrantes|9|racist
El conocimiento científico alcanza su mayor valor cuando es considerado en el contexto social al que debe ser útil. Este comentario de mis compañeras de @ISGLOBALorg sobre niños, escuelas y #COVIDー19 ilustra este asunto de manera lúcida.|9|non-racist
Podemos exige regularizar a todos los inmigrantes ilegales que lleguen en patera a España|9|racist
#UnSueñoReal es pasar de ser un equipo de barrio a entrenar, jugar y vivir con el escudo y la historia del Real Madrid. Un documental producido por @Newtral y @ExileContent que puedes ver en HBO España.|9|non-racist
Pero no es la única cosa extraña de esta cuenta que hace de maestra de ceremonia no solo en este HT sino también sobre una comunidad llamada Valkirias, formada en su mayor parte por cuentas falsas, aunque también hay alguna persona real. Me llamó la atención cuando pone Mèxico.|9|non-racist
"Casado afirmó ayer que la LOMLOE era ""una contrarreforma educativa a la ley que había permitido un 10% menos de fracaso y abandono escolar"". Te explicamos por qué los años de Rajoy no han sido determinantes en la reducción del abandono escolar temprano."|9|non-racist
Urge una Ley Integral contra la Trata de Seres Humanos que combata la esclavitud contemporánea en España. Toca dejar atrás enfoques meramente policiales para recuperar los Derechos Humanos de las víctimas. #DíaMundialContraLaTrata|9|non-racist
Plazas para la convocatoria de formación sanitaria de 2021 de las diferentes especialidades: 📌 7.989 plazas de medicina. 📌1.683 plazas de enfermería. 📌267 plazas de farmacia. Más detalles sobre #NovedadesBOE|9|non-racist
"El Gobierno no tiene previsto destinar más fondos para inmigración de aquí a final de año pese al incremento de llegadas. Admite fallos en la contabilización de los menores migrantes, cuya situación se abordará en una reunión ""a principios de septiembre""."|9|non-racist
La Guardia Civil busca una lancha que introduce inmigrantes ilegales desde Marruecos a Melilla|9|racist
Sigue la INVASIÓN‼️ ➡️227 inmigrantes, hombres en su totalidad, liberados y vagando por Arguineguín sin control alguno, ante la perplejidad de los canarios. ➡️Siguen entrando a cientos 🤦🏻‍♂️ #StopInmigraciónIlegal #LAÑESTÁENPELIGRO 👇NOTICIA 👇|9|racist
⚠️ Un grupo de diez inmigrantes magrebíes pega una paliza a un joven en Mogán (Gran Canaria). La víctima, de 27 años, les recriminó que molestaban a unas chicas en una plaza de la localidad. Otra ración de multiculturalismo. ¿Hasta cuándo lo vamos a seguir consintiendo?|9|racist
La hipocresía de IU: pide la regularización de los inmigrantes ilegales pero los quiere lejos de sus alcaldías|9|racist
📌 Galicia reporta 69 casos activos menos que ayer (suman 5.927) y añade 8 fallecidos más por #Covid_19.|9|non-racist
La impunidad de los inmigrantes ilegales: arrestado en Sevilla por 57ª vez pese a tener orden de expulsión|9|racist
@RicardoSegretin Nenitas lloronas. España estuvo 800 años invadida por los musulmanes. Sin contar otras tantas civilizaciones que también lo hicieron. Jamás nos quejamos. Vas os vale a prender .|9|racist
Kiko Matamoros reaparece en redes sociales tras su nueva operación|9|racist
🔴 Detenido un miembro de Cruz Roja, intérprete de origen magrebí, por ayudar a escapar a los inmigrantes de Cabezo Beaza, incluso agrediendo a un Guardia Civil. Sigan confiando en esta gente.|9|racist
Recuerda que en @transparentia_ puedes consultar el sueldo de Adrián Barbón y el de muchos más cargos públicos. 💶👇🏼|9|non-racist
"📌 El enviado especial de la OMS para el COVID-19 recomienda a los gobiernos ""dejar de usar los confinamientos como método principal"" de lucha contra el virus."|9|non-racist
#MalditaTeExplica La tergiversación de los datos del CIS en la cuenta de Twitter del PSOE.|9|non-racist
🚨 La situación es insostenible. Las agresiones y los robos de los menas del PSOE y de Podemos no cesan. ¿Cuánto tardará el marqués de Galapagar, desde su mansión protegida por muros y policías, en llamar racista a este vecino de Casa de Campo? ¡Fuera menas de nuestros barrios!|9|racist
La ministra de industria y turismo, la señora Maroto asegura que la llegada de miles inmigrantes procedentes de Rabat se debe a: -La crisis sanitaria y económica que sufre Marruecos. ¿Como te quedas?|9|racist
Una patera con 33 inmigrantes ilegales alcanza Melilla: a bordo, cuatro menores y una embarazada|9|racist
Trece vidas perdidas en el último naufragio frente a las costas de Argelia. Los países del Magreb siguen expulsando a sus pueblos a morir en la invisibilidad. #DEP|9|non-racist
Vecinos de Gran Canaria estallan, graban vídeos y se encaran con inmigrantes ilegales Lea toda la información en el link 📲|9|racist
Mother of God -&gt; Anticorrupción investiga al rey Juan Carlos, a la reina Sofía y a varios de sus familiares por el uso de tarjetas de crédito opacas Una exclusiva de @iescolar y @pedroagueda|9|non-racist
📌 Castilla y León publica en su Boletín Oficial la prórroga hasta el 10 de enero del cierre perimetral de la comunidad.|9|non-racist
Hallados los cadáveres de tres inmigrantes en una playa de Almería tras el naufragio de una patera|9|racist
@Judasthefucker @JubiladoMena @sopayasos @papa_zarigueya @pollaiza ¿Sabías que el año 2019 habían 85 manadas de inmigrantes que abusaron de chicas?|9|racist
Andalucía ha recibido 5.150 inmigrantes ilegales desde el inicio de la pandemia|9|racist
El 7 de oct. tendrá lugar el seminario 'Legado de las personas africanas y afrodescendientes a la historia de España'. Rescataremos las claves históricas que recuerdan la contribución de su legado histórico, político, económico y científico. @inclusiongob|9|non-racist
"¿Tienes familiares o amigos que pasaron coronavirus y aún sufren síntomas o no se recuperan del todo? Escucha este documental de Carne Cruda: ""levo 8 meses con síntomas de Covid"""|9|non-racist
La Cruz Roja de Almería, desbordada: llegan 120 inmigrantes ilegales en varias pateras con mujeres y niños|9|racist
Palabras racistas como las de @GHVIP2018_ provocan respuestas como las que vemos en nuestro vídeo #QuienEsQuien. Por eso es importante la #denuncia; no dejemos que esos discursos se instalen #Somoslaaudiencia #SomosLaAudiencia19 #somoslaaudiencia19N|9|non-racist
"El @museodelprado reordenará su colección para tener un Prado ""más inclusivo"", como afirmó su director, Miguel Falomir. De las más de 1.200 pinturas expuestas en la pinacoteca, solo ocho son firmadas por mujeres. Te lo explicamos 👇"|9|non-racist
Coronavirus y anosmia ¿Y si no recupero el olfato? Aquí te lo explicamos 👇|9|non-racist
En @malditobulo Bulos y desinformaciones sobre inmigrantes y musulmanes que te están intentando colar durante la campaña electoral en Cataluña 👇|9|non-racist
♻️ España recicla al año el 36% de sus residuos urbanos. Existe un sistema de clasificación para transformar cada tipo de desecho en una materia prima o un producto nuevo. Te contamos en qué consiste y quién lo financia.|9|non-racist
Dormíamos, ¿despertamos? Si aún no conoces el proyecto #15Mpodcast, aquí va toda la info. Te necesitamos para contarlo 📣|9|non-racist
"""Ahora soy vegano. Llevamos tres semanas aquí, pero hasta esta mañana no había conocido el verdadero horror de este trabajo"", @munirhachemi: el trabajo precario en la industria cárnica. ""Culpas al animal de tu situación allí en lugar de al jefe"". 🎧"|9|non-racist
Los #rastreadores de Atención Primaria son la pieza clave para la detección precoz del #Covid_19 y el control de su transmisión. ¿Cómo llevan a cabo esta vigilancia sobre el virus? Lo analizamos:|9|non-racist
"✈️ Canarias revela que se han detectado ""inmigrantes contagiados con tarjetas de embarque a la península"" Aprovecho para recodarles que en la cena de Nochebuena no sean más de 6. Y recuerde; No salga de su perímetro."|9|racist
Prisión para el hombre que embistió la frontera de Ceuta con Marruecos con 52 inmigrantes en su furgoneta|9|racist
"🗣️La MASCOTA del marquesado de Galapagar, ECHENIQUE, pide la regularización de 600.000 inmigrantes. ➡️ No ven personas, ven votos. 📌Manitestantes👉 ""La ley es racista"" 🤦🏻‍♂️ ‼️Todos a por la paga 😉 #LaÑEstáEnPeligro #LevantandoEspaña"|9|racist
📌 Cataluña notifica 1.022 nuevos contagios y 2 fallecimientos. Los ingresos en UCI suben a 132. 📌 El riesgo de rebrote desciende a 174,96.|9|non-racist
La historia del peligroso viaje de 10 horas a bordo de una patera desde Argelia con 12 inmigrantes a bordo Inmigración|9|racist
Está Emilio Doménech (@Nanisimo) en @DebatAlRojoVivo analizando la actualidad política de Estados Unidos desde Nueva York. Aquí puedes ver la última entrega de #SoloenAmérica 👉|9|non-racist
"Fernando Grande-Marlaska dice que los inmigrantes que llegan en pateras son ""el colectivo más seguro"" frente al Covid"|9|racist
La evidencia sugiere que la pandemia habría aumentado las desigualdades de género en el ámbito científico, ya que ellas publican menos|9|non-racist
Científicos han vuelto a analizar cómo se contagió gente por compartir espacios con infectados en el crucero japonés de enero. @marioviciosa explica en @DebatAlRojoVivo lo que sabemos del coronavirus flotando en el aire.|9|non-racist
Los vecinos de un pueblo canario montan barricadas para impedir la llegada de inmigrantes en cuarentena|9|racist
@unicef_es denuncia la desprotección de estos niños y niñas y reclama un Plan Nacional para su integración. La mitad abandona los centros de menores y termina en la calle, según un estudio de la organización.|9|non-racist
🔴Decenas inmigrantes confinados en Albacete se saltan el confinamiento y se escapan. Decenas de policías y unidades de antidisturbios en la zona, han establecido un perímetro para intentar controlar la situación.|9|racist
Os contamos cosas a los madrileños por aquí👇🏾|9|non-racist
Una pelea entre inmigrantes ilegales destroza el hotel que aloja a 300 ‘menas’ en Canarias|9|racist
🛶Patera de inmigrantes tirando bengalas tras llegar a las costas de Ibiza. -Ayer, para llegar a Madrid; 2 controles policiales. Toda la documentación y las explicaciones pertinentes.|9|racist
La impactante impunidad con la que los inmigrantes ilegales llegan a Almería: vítores, celebraciones y ninguna prisa|9|racist
La Manada de Palma: cuatro inmigrantes magrebíes agreden y abusan sexualmente de una niña|9|racist
"Temor en Mogán por la avalancha de inmigrantes ilegales: ""A las 5 de la mañana todos van pasados"""|9|racist
El BCE plantea crear una red de bancos malos ante la morosidad que surgirá por la pandemia|9|racist
El @PPopular pide la comparecencia del ministro Grande-Marlaska por el salto a la valla de Ceuta de 116 migrantes|9|non-racist
La Guardia Civil pone 4 denuncias en un hotel canario en el que los inmigrantes se lanzaban a la piscina|9|racist
❌ No, Joe Biden no llevaba un cable durante el debate con Donald Trump: es un pliegue en su camisa 👇|9|non-racist
El DG de Migraciones @SantiagoYerga se ha reunido esta mañana con Karima Benyaich, embajadora de Marruecos en España y con la Subdelegada del Gobierno en Huelva, Manuela Parralo, y con los responsables policiales del operativo de retorno de las temporeras. @inclusiongob|9|non-racist
@sblanco Nosotros estamos ya haciendo café. Por aquí te esperamos si te animas: Y si no, mañana en nuestro Youtube lo puedes revisionar 😉|9|non-racist
"No todos los días puedes hablar con @OfficialMLK3, el hijo de Martin Luther King, pero @Iciar_Gutierrez lo ha hecho. Aquí la entrevista sobre las protestas antirracistas en EEUU: ""Más de 50 años después la gente sigue pidiendo dignidad, respeto y justicia"""|9|non-racist
👉Durante el Estado de Alarma, y para garantizar seguridad jurídica a estas trabajadoras, prorrogamos las autorizaciones de residencia y trabajo de todos los trabajadores migrantes cuyo permiso de trabajo fuera a concluir entre el 14 de marzo y el 30 de junio de 2020.|9|non-racist
Andalucía ya ha recibido a 7.666 inmigrantes ilegales en 2020, 385 en la última semana|9|racist
Frontex, brazo armado e impune de la Unión Europea en control fronterizo, agrava el drama de quienes migran sin alternativa segura... Y amenaza a quienes investigan sus atropellos|9|non-racist
Recatados casi 80 inmigrantes cerca de las costas andaluzas este miércoles|9|racist
"📌Recuerda que @CEXT_es pone a tu disposición una plataforma de recursos, ''CEXT contra el COVID-19"", para que estés al tanto de toda la información y recursos necesarios para ayudar en estos tiempos de incertidumbre: 🔗 @inclusiongob"|9|non-racist
Muere un boxeador tras recibir un duro KO en un combate benéfico en Pakistán|9|racist
Andalucía sigue recibiendo pateras: llegan a Granada 27 inmigrantes ilegales, entre ellos cuatro menores|9|racist
SOS Andalucía: en lo que llevamos de año han llegado ya más de 8.000 inmigrantes en pateras|9|racist
El Gobierno facilita la incorporación de hasta 80.000 parados e inmigrantes para ayudar en el campo|9|racist
Anita Matamoros lanza una cruel indirecta a su padre, Kiko Matamoros|9|racist
"Moreno denuncia la falta de ""rigor y transparencia"" de Sánchez en el traslado de inmigrantes a Andalucía"|9|racist
🔴 Dan positivo 47 de los 61 inmigrantes que llegaron este viernes a Fuerteventura. Probablemente huirán. Y nos culparán de los rebrotes a nosotros por reuniros con nuestras familias y amigos.|9|racist
La Sexta afirma que España necesita más inmigrantes|9|racist
Rescatados otros 30 inmigrantes a bordo de pateras y motos de agua en el mar de Alborán|9|racist
"🇺🇸 Donald Trump no reconoce a Joe Biden como ganador y reitera las acusaciones de fraude electoral. ""Los votos legales deciden quién es presidente, no los medios"", dice el republicano en un comunicado."|9|non-racist
El ritmo incesante de inmigrantes en pateras ahoga a Andalucía: llegan ocho personas más este martes|9|racist
Confinados 22 inmigrantes en un hotel de cuatro estrellas de Almería tras positivo por Covid|9|racist
Gracias muy especiales a los medios, programas y profesionales del periodismo que nos han apoyado a través de sus redes y sus contenidos, por ayudarnos a llegar más lejos y prestarnos sus voces, con mención especial a @lamarea_com. ¡¡La unión hace la fuerza!!! Os debemos tanto...|9|non-racist
⁉️Porque la MARQUESA no se queja de la entrada de inmigrantes ILEGALES que están educados en un MACHISMO RADICAL⁉️ ➡️ Porqué son los futuros maltratadores, violadores, ETC. que justificarán su INÚTIL ministerio ☝️ #LaÑEstáEnPeligro|9|racist
La morosidad se dispara: los inquilinos dejan más de 3.100 euros de deuda a sus caseros|9|racist
Los nuevos test de antígeno no tienen nada que ver con los fallidos de marzo. Son de resultado inmediato, pero preferibles sólo para casos sintomáticos, ¿serán útiles en cribados masivos? @marioviciosa te lo explica 👇|9|non-racist
Sánchez instala a escondidas 3 centros para inmigrantes en un municipio sevillano de solo 15.000 hab|9|racist
¿Qué grupos de población tendrán prioridad en España a la hora de recibir la vacuna contra la COVID-19? De @maldita_ciencia|9|non-racist
Cruz Roja recoge 21 inmigrantes, Salvamento busca a siete y dos marroquíes llegan en moto acuática a Motril|9|racist
Marlaska autoriza vuelos con inmigrantes ilegales a Madrid en pleno caos por Filomena en Barajas|9|racist
Nuestra compañera, @AnaGonzalezPara, nos recomienda este libro: ‘ILEGAL’ de Eoin Colfer y Andrew Donkin|9|non-racist
"Oramas: ""¿Cuánto tiempo vamos a pagar pensión completa a los inmigrantes mientras la gente pasa hambre?"""|9|racist
📌 Baleares notifica 123 nuevas PCR positivas en las últimas 24 horas, así como 3 fallecimientos más.|9|non-racist
@Replica80 @MIKRAT_MUSIC Demasiado para alguien que automatiza su cuenta o solo tuitea para recibir premios... sigue escribiendo a HTC, a ver si ahí tienes más suerte.|9|non-racist
El puerto de Almería recibe a 61 inmigrantes ilegales más mientras el Gobierno da la espalda a la situación|9|racist
Se reanudan los ensayos de la vacuna de Oxford y AstraZeneca en Reino Unido. @marioviciosa explica las claves en @DebatAlRojoVivo|9|non-racist
🔔A partir de hoy, 6 de julio, es posible proceder a la expedición del documento de residencia de los nacionales de Reino Unido residentes en España. 🔗Para más información: @inclusiongob|9|non-racist
Javier Bardem ya ha leído mi historia... ¿y tú? 👉🏾 #MujerDeFrontera #FelizDomingo|9|non-racist
Continúa la avalancha de inmigrantes en Andalucía: 43 ilegales entran por Cádiz y Almería|9|racist
.@BertaBriones2 se estrena en twitter y en @3500M con esta denuncia donde todo es verdad, salvo el género. Oiremos hablar mucho más de ella.|9|non-racist
A través de la sesión de control, las interpelaciones y las solicitudes de comparecencia, el Congreso de los Diputados examina las actuaciones del Gobierno. Te lo explicamos 👇|9|non-racist
Mossos d'Esquadra informa de 34 detenciones en Cataluña por los disturbios y saqueos de la noche del sábado: 📍31 en Barcelona. 📍2 en Tarragona 📍1 en Lleida|9|non-racist
Allanamiento de morada o usurpación de vivienda: el delito depende del uso que le dé el propietario a la vivienda que se okupa. #MalditaTeExplica|9|non-racist
De confirmarse este nuevo caso de #ViolenciaDeGenero, ascenderían a 13 las mujeres asesinadas a manos de sus parejas o ex en lo que va de 2019 (988 desde 2003). Y serían 11 los menores de edad que se han quedado huérfanos....|9|non-racist
🔎 ¿Cuáles son las comunidades autónomas más transparentes respecto a la #Covid_19? Hemos revisado qué datos publican en los portales web sobre la COVID19 y si esta información es accesible para cualquier ciudadano que quiera hacer una consulta.|9|non-racist
Hace unos días era el de @PastoriFiligran y ahora llega este de @HelenaMaleno|9|non-racist
"🇺🇸 Donald Trump siembra las dudas sobre el voto por correo: asegura que se están enviando ""millones de papeletas que nadie pidió, algunas de ellas las encontraron abandonadas"". 🔴 Sigue el primer #debates2020 EN DIRECTO aquí 👇"|9|non-racist
Entre dimisión y dimisión #Lopetegui #MaximHuerta, aquí una precisión importante sobre el #Aquarius y las personas a bordo que llegarán próximamente al puerto de Valencia|9|non-racist
Tras un verano en el que la okupación ha formado parte del discurso político y mediático, el ministerio público propone combatir su aumento sin una modificación legal Vía @pronostika_|9|non-racist
🔴 Acaba aquí el programa especial del primer debate de #TrumpVsBiden 🇺🇸 de junto a @dromomanos @_elfaro_ y @ojo_publico ¡Gracias por seguirnos hasta el final! Puedes verlo AL COMPLETO cuando quieras en nuestro canal de youtube 👇|9|non-racist
#GRÁFICO Pacientes en la UCI con fecha de ingreso en los 7 días anteriores desde el fin del estado de alarma (Fuente: Ministerio de Sanidad).|9|non-racist
Pero hubo muchos más medios supuestamente serios que sacaron la noticia sin contrastar el origen de esas amenazas por cuentas falsas, seguramente creadas y controladas por la extrema derecha. El Independiente, El Confidencial, 20 minutos, La Voz de Galicia|9|non-racist
Israel Fernández y Diego del Morao: “Somos gitanos humildes, pero muy señoritos”|9|racist
España gasta tan solo el 0’5% del PIB en ayudas a la familia y la infancia. Nos dicen que España envejece, y la solución que nos dan es; sustituirnos étnicamente. Es decir; Traer mas inmigrantes para que tengan hijos por nosotros. Pues como que no lo veo.|9|racist
Con mascarilla y sin entregar el DNI: así se tiene que votar este #12J|9|non-racist
Identificadas las tres jóvenes que agredieron a una pareja de inmigrantes en el Metro de Madrid|9|racist
"📄La Fundación Secretariado Gitano presenta el 16º informe “Discriminación y Comunidad Gitana 2020"", en el que recogen 422 casos de discriminación y antigitanismo, enfocado en la discriminación en el #empleo."|9|non-racist
Circulan mensajes en redes en los que se dice que la maquinaria quitanieves del aeropuerto de Madrid-Barajas no se pudo usar durante la borrasca porque el personal al cargo de manejarla estaba en ERTE. Esto es lo que sabemos 👇|9|non-racist
Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas|9|racist
📌 Extremadura registra tres fallecidos y 60 ingresos en UCI, la cifra más alta de la segunda ola. 📌 Navarra notifica tres muertes por #Covid_19 y 209 nuevos positivos.|9|non-racist
No han faltado los bulos que afectan a minorías, como las comunidades musulmanas, acusadas falsamente en Francia, Reino Unido, Alemania y España de estar recibiendo tratamiento preferente o no estar obligadas a cumplir las normas de salud pública.|9|non-racist
A los humanos modernos no los paró el Ebro, como se creía. Encuentran pruebas de que llegaron a la actual Portugal 5.000 años antes de lo pensado. Y quizás convivieron con los neandertales. Te lo explicamos|9|non-racist
🇺🇸 El Senado de EE.UU. absuelve a Trump en su segundo ‘impeachment’. Un total de 57 senadores -siete republicanos- votaron a favor de la condena y 43 lo hicieron en contra. Te lo explicamos. 👇|9|non-racist
